customer_id,first_name,last_name,age,gender,education,employment_status,job_title,company,sector,income,marital_status,customer_segment,credit_score,account_balance,loyalty_score,preferred_contact,email,phone,address,registration_date,years_as_customer
CUST_000028,Dave,Butler,68,O,Bachelors,Retired,,,,53090,Widowed,Silver,711,660.41,6.2,Mail,dave.butler@hotmail.com,(799)266-0945,"973 Berry Trail Apt. 718, Wilsonside, MH 08792",2023-02-14,2.5
CUST_000029,Chris,Beard,70,F,Masters,Employed,Store Manager,Norman LLC,Retail,119661,Divorced,Gold,801,4053.99,7.5,Phone,chris.beard@gmail.com,(211)410-7185x1676,"USS Gallagher, FPO AP 32753",2024-08-04,1.0
CUST_000030,Michael,Frazier,50,M,Some College,Self-Employed,Merchandiser,Martinez-Nguyen,Retail,78587,Married,Gold,760,2269.33,7.5,Email,michael.frazier@gmail.com,349-532-6631x2453,"39300 Adrian Crossing Apt. 067, Hoville, IN 81261",2024-07-13,1.1
CUST_000031,Joseph,Boyle,77,M,Bachelors,Employed,Bank Manager,Ford LLC,Finance,81984,Divorced,Gold,784,6142.78,8.4,Phone,joseph.boyle@gmail.com,880.259.2811x2326,"4121 Evans Tunnel, Port Christine, TN 49159",2022-09-24,2.9
CUST_000032,Matthew,Chambers,52,O,Masters,Employed,Cashier,Goodman-Ali,Retail,104909,Married,Gold,770,4811.61,8.4,Email,matthew.chambers@gmail.com,288-889-2811x9338,"091 Stephen Glens Suite 916, East Mark, FM 39793",2022-10-14,2.8
CUST_000033,Nicole,Martinez,56,M,Masters,Employed,Teacher,"Schmidt, Franco and Jones",Education,90825,Married,Gold,712,6061.4,7.8,Phone,nicole.martinez@yahoo.com,9335979257,"806 Jackson Mountain, Larsonfurt, WV 81767",2024-01-14,1.6
CUST_000034,Michael,Combs,74,M,Bachelors,Retired,,,,70787,Divorced,Gold,768,5804.42,9.2,Phone,michael.combs@hotmail.com,(969)330-3776x62924,"22020 Brandy Islands Suite 784, Courtneyport, NE 74970",2021-04-07,4.3
CUST_000035,Jennifer,Moore,47,O,Masters,Employed,Store Manager,Miller PLC,Retail,76859,Single,Gold,722,8366.48,7.3,Email,jennifer.moore@gmail.com,623.783.9894,"5245 Rachel Pine, Wayneberg, CO 84887",2024-12-12,0.7
CUST_000036,Holly,Stewart,79,O,Some College,Employed,Accountant,"Griffin, Thomas and Knight",Finance,80579,Divorced,Gold,782,2744.6,9.2,Phone,holly.stewart@hotmail.com,(936)678-4636,"00300 Molina Motorway Suite 970, Lake Connie, NE 57563",2021-04-09,4.3
CUST_000037,Jennifer,Richardson,74,O,Bachelors,Retired,,,,72891,Divorced,Gold,718,6172.84,8.4,Email,jennifer.richardson@yahoo.com,523-593-8669x9930,"641 Lawson Common Apt. 826, Port Charlottefort, VI 71851",2022-09-17,2.9
CUST_000038,Amber,Moore,33,O,High School,Employed,Accountant,Snyder and Sons,Finance,29885,Married,Bronze,701,248.54,4.6,Phone,amber.moore@gmail.com,001-247-475-6706,"12521 Bowers Summit Suite 713, Port Christophershire, CA 15717",2022-06-12,3.2
CUST_000039,Lisa,Bates,47,M,Masters,Employed,Nurse,Reese Group,Healthcare,97024,Single,Gold,735,4921.21,8.1,SMS,lisa.bates@hotmail.com,704.779.8419x978,"41552 Victoria Trail Apt. 779, South Johnmouth, AK 28606",2023-05-15,2.2
CUST_000040,Angela,Nolan,65,M,PhD,Self-Employed,Financial Analyst,"Perry, Martin and Francis",Finance,168200,Divorced,Platinum,717,37736.83,10.0,Mail,angela.nolan@hotmail.com,(692)465-7351x538,"2844 Rodriguez Way Apt. 031, East Coreyberg, ID 93037",2022-03-09,3.4
CUST_000041,Angela,Stephens,18,M,High School,Student,,,,17718,Single,Bronze,668,355.36,3.5,App,angela.stephens@yahoo.com,672-617-1439,"5943 Lynn Manors, North Jay, SC 04379",2024-08-14,1.0
CUST_000042,Kyle,Silva,79,F,PhD,Retired,,,,97339,Married,Gold,760,4557.01,9.1,Phone,kyle.silva@gmail.com,(460)845-5600,"41825 Daniel Forks Suite 266, New Joanhaven, OH 89829",2021-06-05,4.2
CUST_000043,Margaret,Sullivan,55,O,Some College,Employed,Store Manager,Knight Group,Retail,62696,Married,Silver,751,2766.73,5.0,Email,margaret.sullivan@hotmail.com,(439)810-2511x41099,"582 Berg Ridges Apt. 838, New Erikaland, NC 94604",2025-07-10,0.1
CUST_000044,Austin,Shaw,71,F,PhD,Employed,Accountant,Hernandez Ltd,Finance,146731,Single,Platinum,724,6306.22,9.7,Mail,austin.shaw@yahoo.com,(352)906-8192x779,"01232 Rose Common Apt. 772, Lake Amy, FM 68508",2024-04-13,1.3
CUST_000045,Stephen,Lane,78,M,Masters,Retired,,,,81345,Married,Gold,737,6558.83,9.0,Mail,stephen.lane@yahoo.com,399.973.2685x09691,"413 Anderson Cliffs, Wadehaven, IN 72507",2021-08-01,4.0
CUST_000046,Bryan,Edwards,57,M,PhD,Employed,Principal,Gomez-Foster,Education,119441,Married,Gold,762,12085.02,7.3,Email,bryan.edwards@gmail.com,001-752-307-8754x39014,"0355 Valerie Spur, Jameschester, KY 46692",2025-01-05,0.6
CUST_000047,Sarah,Huffman,62,O,Masters,Employed,School Counselor,Mcdonald and Sons,Education,112862,Married,Gold,717,11119.88,7.3,Phone,sarah.huffman@hotmail.com,(405)242-4141x81271,"USS Brewer, FPO AE 09895",2024-12-28,0.6
CUST_000048,Marilyn,Harris,52,O,Masters,Self-Employed,Doctor,"Grant, Kramer and Kelley",Healthcare,126844,Married,Platinum,739,26306.03,9.5,Email,marilyn.harris@hotmail.com,634.376.9298,"PSC 6715, Box 4697, APO AA 72195",2024-07-15,1.1
CUST_000049,Laurie,Harris,55,O,Some College,Employed,Medical Technician,Wallace-Johnson,Healthcare,79281,Married,Gold,712,5060.1,9.0,SMS,laurie.harris@hotmail.com,684.744.3902,"60392 Stanton Corner, West Christopher, MO 80405",2021-08-06,4.0
CUST_000050,Glenn,Burgess,56,O,Masters,Employed,Financial Analyst,"Bell, Casey and Harris",Finance,87487,Divorced,Gold,745,9168.81,7.2,Email,glenn.burgess@gmail.com,5974215966,"386 Molina Lane, Johnnyland, NJ 83934",2025-04-05,0.3
CUST_000051,Leslie,Black,27,F,Masters,Employed,Financial Analyst,"Jones, Huff and Davis",Finance,65465,Divorced,Silver,651,3365.31,5.0,SMS,leslie.black@gmail.com,684-690-7632x783,"043 Rose Lights, Jacksonmouth, MA 01699",2025-07-07,0.1
CUST_000052,Connie,Duke,32,F,PhD,Employed,Medical Technician,"Allen, James and Jackson",Healthcare,69726,Single,Silver,724,1466.79,5.6,Email,connie.duke@hotmail.com,+1-573-607-1302x744,"USNV Myers, FPO AP 55904",2024-06-22,1.1
CUST_000053,Sean,Johnson,23,O,Bachelors,Employed,Teacher,Bowman PLC,Education,63638,Single,Silver,707,1435.99,7.2,Email,sean.johnson@yahoo.com,(870)432-6971x74368,"13531 Gillespie Bridge Suite 495, New Anthonyland, MT 94990",2021-04-16,4.3
CUST_000054,Jenna,Norton,63,M,Some College,Employed,Financial Analyst,Cross Inc,Finance,82477,Married,Gold,705,3770.63,7.7,Mail,jenna.norton@gmail.com,001-804-661-1235x358,"454 Melinda Plaza, East Janeburgh, MI 00565",2024-04-10,1.3
CUST_000055,Kyle,Stone,58,O,Some College,Employed,Principal,Williams Inc,Education,74166,Married,Gold,751,4085.58,7.4,Phone,kyle.stone@gmail.com,561-579-3213x61286,"919 Monica Square Suite 974, Cartertown, FM 27652",2024-10-09,0.8
CUST_000056,Judy,Ramirez,73,M,PhD,Retired,,,,74207,Divorced,Gold,722,8549.34,9.3,Mail,judy.ramirez@hotmail.com,+1-950-331-4621x5077,"2115 Anderson Estate, East Ellen, NY 11282",2021-01-25,4.5
CUST_000057,Angela,Brown,39,O,PhD,Employed,Accountant,"Jefferson, Hodges and Porter",Finance,108207,Single,Gold,739,3866.88,8.4,Email,angela.brown@yahoo.com,001-876-987-4024x1268,"20732 Ross Haven, Liuview, AK 61244",2022-09-17,2.9
CUST_000058,Kendra,Williams,45,O,Some College,Employed,Store Manager,Wilson-Cole,Retail,46596,Married,Silver,771,2113.47,6.5,Phone,kendra.williams@yahoo.com,(972)797-2750x969,"83909 Suzanne Vista, New Timothymouth, CT 69911",2022-08-04,3.0
CUST_000059,James,James,45,O,Bachelors,Unemployed,,,,12399,Married,Bronze,583,165.54,4.5,Email,james.james@hotmail.com,337-638-4179,"120 Estrada Canyon Suite 173, Browntown, HI 71677",2022-07-11,3.1
CUST_000060,Kevin,Dunn,43,M,Bachelors,Employed,Teacher,Nash PLC,Education,70176,Single,Gold,723,1880.89,9.3,Email,kevin.dunn@yahoo.com,540.283.8350,"495 Woods Squares, Allenchester, MH 98252",2020-12-24,4.6
CUST_000061,Kimberly,Smith,28,M,High School,Employed,Medical Technician,Parker-Dorsey,Healthcare,26178,Married,Bronze,708,405.27,5.0,SMS,kimberly.smith@yahoo.com,(788)739-8047x924,"7334 Trevor Spring Apt. 170, East Holly, ID 53957",2021-08-20,4.0
CUST_000062,Christopher,Arias,29,M,Some College,Employed,Financial Analyst,Martin LLC,Finance,51981,Married,Silver,656,2084.96,5.1,Email,christopher.arias@gmail.com,997.237.1957x829,"910 John Stream Apt. 244, Lake Angelicaport, PA 68125",2025-05-24,0.2
CUST_000063,Sharon,Davis,53,O,PhD,Employed,Pharmacist,"Proctor, Carey and Hardin",Healthcare,112216,Married,Gold,759,11392.0,8.9,Email,sharon.davis@gmail.com,6142622379,"94517 Karen Street Apt. 650, South Lorraine, VI 85237",2021-11-14,3.7
CUST_000064,Joshua,Doyle,57,O,Some College,Self-Employed,Principal,"Lee, Adams and Garcia",Education,80475,Married,Gold,764,5141.56,7.6,Phone,joshua.doyle@yahoo.com,998.229.5361,"507 Latasha Lane, South Emilyshire, NY 96720",2024-04-24,1.3
CUST_000065,Mary,Rice,46,M,Some College,Employed,Financial Analyst,"Trujillo, Townsend and Solomon",Finance,57053,Married,Silver,753,2625.88,7.0,Email,mary.rice@hotmail.com,5157213456,"9913 Kristopher Ridge Apt. 987, Cooperton, FM 08923",2021-09-09,3.9
CUST_000066,Derek,Wolf,56,O,Bachelors,Employed,Financial Analyst,Morris and Sons,Finance,86879,Single,Gold,730,6590.51,8.1,Phone,derek.wolf@gmail.com,(884)575-6327x1095,"408 Patrick Island, Edwardston, VT 90153",2023-06-28,2.1
CUST_000067,Zachary,Foster,33,M,PhD,Employed,Merchandiser,"Gomez, Ibarra and Brown",Retail,83188,Married,Gold,684,2382.35,8.8,Email,zachary.foster@yahoo.com,(540)672-1379x5561,"4244 Daniel Drives Apt. 842, Marcohaven, FL 32390",2022-01-12,3.6
CUST_000068,Robert,Blake,73,M,Some College,Retired,,,,53274,Married,Silver,686,892.67,6.2,Email,robert.blake@yahoo.com,+1-803-469-2435x37517,"313 Chase Green, East Jonathanberg, NV 11172",2023-02-16,2.5
CUST_000069,Michael,Jones,69,F,PhD,Retired,,,,67371,Married,Silver,683,3271.65,5.9,Phone,michael.jones@hotmail.com,+1-495-551-7931x9233,"844 Janet Ways Suite 046, Jessicabury, KS 19736",2023-10-16,1.8
CUST_000070,Carl,Baldwin,73,O,PhD,Retired,,,,75360,Married,Gold,740,8393.93,7.4,Phone,carl.baldwin@gmail.com,(470)487-2108x26512,"PSC 1407, Box 4761, APO AP 10179",2024-09-20,0.9
CUST_000071,Makayla,Pena,34,O,PhD,Employed,Cashier,Barajas and Sons,Retail,96010,Married,Gold,686,4297.3,9.4,Email,makayla.pena@yahoo.com,001-390-985-8577x0071,"257 Becker Alley, Williamfurt, ME 40396",2020-10-09,4.8
CUST_000072,Barry,Atkinson,22,M,High School,Self-Employed,Investment Advisor,Marshall-Ramos,Finance,34942,Single,Bronze,695,726.71,3.7,SMS,barry.atkinson@gmail.com,(473)211-7542,"USS Davis, FPO AE 14715",2024-03-14,1.4
CUST_000073,Sophia,Smith,46,F,Masters,Employed,Financial Analyst,"Lopez, Brown and Ruiz",Finance,90408,Married,Gold,770,4634.65,7.3,Phone,sophia.smith@hotmail.com,5478922880,"68269 John Burg, Marquezton, IL 09020",2024-12-11,0.7
CUST_000074,Jennifer,Fitzgerald,77,M,Bachelors,Retired,,,,60229,Single,Silver,747,848.12,6.3,Mail,jennifer.fitzgerald@hotmail.com,(894)525-7345,"055 Lewis Wall, South Douglasborough, MT 92666",2022-12-10,2.7
CUST_000075,Crystal,Reid,70,M,Masters,Employed,Bank Manager,"Powell, Cameron and Golden",Finance,103025,Married,Gold,765,3979.16,8.7,Email,crystal.reid@yahoo.com,542.805.4302x1083,"7770 Jones Dam, Nicholasmouth, MO 25047",2022-03-03,3.4
CUST_000076,Brianna,Hudson,61,M,PhD,Employed,Cashier,"Olsen, Cannon and Smith",Retail,108120,Married,Gold,764,9774.22,7.5,Phone,brianna.hudson@hotmail.com,993.860.7086x4200,"812 Heather Passage, Port April, FM 42917",2024-08-11,1.0
CUST_000077,Brett,Black,66,F,Bachelors,Employed,Teacher,"Fitzpatrick, Peterson and Parsons",Education,81552,Divorced,Gold,700,4683.08,7.3,Phone,brett.black@gmail.com,486.811.1641x880,"98611 Castillo Plains, South William, FL 86331",2025-01-21,0.6
CUST_000078,Christina,Edwards,46,F,Masters,Self-Employed,DevOps Engineer,"Nguyen, Garcia and Brown",Technology,110218,Married,Gold,774,12410.1,7.8,Phone,christina.edwards@gmail.com,001-591-923-6805x3241,"7244 Mora Street, Hendersonborough, RI 94707",2023-12-04,1.7
CUST_000079,William,Ross,68,M,Bachelors,Retired,,,,54059,Divorced,Silver,687,1130.36,5.8,Mail,william.ross@gmail.com,001-675-677-6941x71244,"607 Nathan Gardens Suite 351, Hooperhaven, MP 13969",2023-12-11,1.7
CUST_000080,Aaron,Moore,22,F,Some College,Employed,Product Manager,Jackson-Smith,Technology,49464,Single,Silver,688,1809.81,7.3,Email,aaron.moore@yahoo.com,(857)907-3454,"2412 Bryant Brooks Suite 506, Dunnton, CO 78827",2021-01-02,4.6
CUST_000081,Dawn,Dunn,51,O,Masters,Employed,DevOps Engineer,Franklin-Dougherty,Technology,87299,Single,Gold,746,5436.88,8.2,Phone,dawn.dunn@hotmail.com,686-491-3749x26193,"USS May, FPO AE 32764",2023-04-02,2.4
CUST_000082,William,Hicks,68,F,PhD,Employed,Software Engineer,"Mitchell, Graham and Dickson",Technology,134815,Single,Platinum,762,27996.07,9.3,Mail,william.hicks@yahoo.com,262.893.8309x468,"90414 Christopher Wall Suite 835, West Courtney, GU 21038",2025-01-24,0.5
CUST_000083,Amanda,Allen,37,F,Bachelors,Employed,Investment Advisor,Burns-Sharp,Finance,59311,Married,Silver,700,3500.7,5.5,Email,amanda.allen@hotmail.com,(580)603-1796x035,"146 Luis Port Apt. 885, Lake Linda, AR 31183",2024-09-09,0.9
CUST_000084,Amy,Johnston,28,M,Masters,Employed,Teacher,Gregory PLC,Education,74316,Married,Gold,712,8866.6,7.3,App,amy.johnston@yahoo.com,654-662-3614x7670,"PSC 5978, Box 5324, APO AP 58855",2025-01-23,0.5
CUST_000085,Jessica,Mccall,46,F,Masters,Employed,Pharmacist,Hoffman-Romero,Healthcare,89755,Divorced,Gold,726,9927.89,7.7,SMS,jessica.mccall@hotmail.com,001-352-855-4847x0109,"740 Roger Stream Apt. 408, Jeffreymouth, CT 28633",2024-03-13,1.4
CUST_000086,Denise,Medina,46,F,Masters,Employed,Bank Manager,Casey-Li,Finance,71899,Married,Gold,698,3950.4,8.8,SMS,denise.medina@yahoo.com,001-340-987-6917x5794,"6846 Joe Ville, Camposport, NC 76329",2022-01-14,3.6
CUST_000087,Nathan,Arroyo,51,F,Masters,Employed,Investment Advisor,"Hess, Pineda and Curtis",Finance,78426,Married,Gold,700,8318.52,7.9,Phone,nathan.arroyo@yahoo.com,+1-473-691-4797x229,"79047 Morgan Grove, Garytown, MS 99944",2023-11-23,1.7
CUST_000088,Robert,Duran,76,M,PhD,Retired,,,,70613,Married,Gold,723,1476.18,8.2,Phone,robert.duran@yahoo.com,557.318.4853x1619,"71420 Simpson Mission Suite 114, Caseychester, MD 04700",2023-03-25,2.4
CUST_000089,Sarah,Alexander,53,O,Bachelors,Employed,Accountant,Fields and Sons,Finance,87848,Married,Gold,693,10136.34,8.4,Email,sarah.alexander@hotmail.com,777-422-8738x6261,"4309 Glenn Pine, Lake Andreborough, GU 88075",2022-11-07,2.8
CUST_000090,Edward,Manning,18,M,Some College,Employed,Financial Analyst,Mcconnell and Sons,Finance,25934,Single,Bronze,659,290.9,3.9,App,edward.manning@hotmail.com,439.974.1041x595,"404 William Groves, Stephanieland, OK 13964",2023-11-07,1.8
CUST_000091,Jennifer,Smith,18,O,High School,Student,,,,5302,Single,Bronze,645,82.44,3.3,Email,jennifer.smith@hotmail.com,711-578-9933x414,"6420 Obrien Burg Suite 775, Holdenside, AR 55657",2024-12-20,0.6
CUST_000092,Rachel,Wong,18,M,Bachelors,Student,,,,20330,Married,Bronze,613,199.31,4.6,Email,rachel.wong@hotmail.com,5034497500,"37809 Watson Bridge, Jakeville, UT 03561",2022-06-08,3.2
CUST_000093,Jeffrey,Stewart,62,F,Masters,Employed,Data Scientist,Bush PLC,Technology,108983,Single,Gold,781,2448.91,7.7,Phone,jeffrey.stewart@hotmail.com,473.942.4143x32882,"8687 John Fort Suite 517, South Julieview, NE 05334",2024-04-20,1.3
CUST_000094,Carla,Moore,55,F,Bachelors,Employed,Medical Technician,Hicks-Russo,Healthcare,85822,Divorced,Gold,749,7338.98,7.5,Email,carla.moore@hotmail.com,590.635.3180x24870,"382 Reed Dale Suite 615, East Leonard, WV 53727",2024-08-30,0.9
CUST_000095,Laura,Gamble,68,F,PhD,Retired,,,,68105,Married,Silver,700,1832.86,6.8,Phone,laura.gamble@gmail.com,275-656-1966x9145,"06389 King Keys, Daniellebury, PA 72855",2022-01-02,3.6
CUST_000096,Cassandra,Stevens,25,M,Bachelors,Self-Employed,Medical Technician,Johnson Inc,Healthcare,79807,Divorced,Gold,710,7435.13,8.4,Email,cassandra.stevens@gmail.com,2715503237,"716 Carlos Row Apt. 636, South Aliciaton, AL 15025",2022-11-27,2.7
CUST_000097,Theresa,Jefferson,56,F,Bachelors,Self-Employed,Data Scientist,Johnston-Cunningham,Technology,112667,Widowed,Gold,766,7445.86,8.5,Phone,theresa.jefferson@gmail.com,962.666.8760x113,"75661 King Cape Apt. 551, North Sophia, CO 99295",2022-09-09,2.9
CUST_000098,Ricky,Lee,69,F,Masters,Retired,,,,74627,Married,Gold,708,6092.29,8.2,Phone,ricky.lee@gmail.com,429-770-5883,"4886 Lynn Gardens, Timothyville, NE 76548",2023-04-17,2.3
CUST_000099,Jamie,Moody,29,O,PhD,Employed,Teacher,Levine PLC,Education,68612,Single,Silver,725,2927.44,5.5,App,jamie.moody@gmail.com,786.965.8428x961,"63374 Nathan Light Suite 519, South Dawn, SD 53767",2024-09-04,0.9
CUST_000100,John,Diaz,51,M,PhD,Employed,Professor,"Mullen, Collins and Wright",Education,120258,Single,Platinum,772,14261.42,10.0,SMS,john.diaz@yahoo.com,(819)312-0438,"83049 Angela Extensions Apt. 045, North Donna, FL 75439",2020-09-17,4.9
CUST_000101,Robert,Shelton,68,F,Bachelors,Retired,,,,56271,Married,Silver,747,2480.01,5.7,Email,robert.shelton@yahoo.com,437-691-8575x9364,"USNS Quinn, FPO AA 75770",2024-04-08,1.3
CUST_000102,Anna,Walton,80,F,Some College,Employed,Data Scientist,Russell and Sons,Technology,79967,Married,Gold,725,5846.56,9.1,Email,anna.walton@gmail.com,897.717.3880x6828,"681 Melissa Inlet Apt. 475, Alvarezchester, WA 12627",2021-04-24,4.3
CUST_000103,Jessica,Carson,33,M,High School,Employed,Software Engineer,Barker-Martinez,Technology,53443,Divorced,Silver,659,2774.63,7.2,Phone,jessica.carson@gmail.com,001-653-824-6091x3114,"609 Sarah Pine Apt. 999, Villegasfort, DE 92549",2021-03-26,4.4
CUST_000104,Lisa,Schultz,28,M,Bachelors,Employed,Doctor,Hoover Inc,Healthcare,69645,Married,Silver,745,2405.66,5.8,SMS,lisa.schultz@yahoo.com,001-310-507-5556x3585,"20912 Mendoza Islands Suite 988, North Samuel, PA 03029",2024-02-02,1.5
CUST_000105,Raymond,Burnett,21,O,Some College,Student,,,,10275,Single,Bronze,623,165.46,4.8,SMS,raymond.burnett@yahoo.com,759.951.2585,"6759 Madison Inlet Suite 946, Port Shannonville, SC 32820",2021-12-16,3.6
