customer_id,first_name,last_name,email,phone,address,age,gender,education,employment_status,marital_status,region,income,credit_score,account_balance,monthly_spend,num_transactions,days_since_last_purchase,satisfaction_score,loyalty_years,website_visits,customer_segment,registration_date
CUST_000018,Gabriella,Orozco,gabriella_orozco@outlook.com,822-736-2316,"36690 Woods Knoll Suite 668, South Jeffrey, NE 64155",46,F,Graduate,Employed,Married,South,38004,395,14365.22,278.9,11,38,5.2,3.2,13,Low_Income_Low_Spend,2022-04-10
CUST_000019,Alyssa,Rogers,alyssarogers@gmail.com,+1-462-972-9806x99016,"5375 Juarez Light Suite 641, Smithside, AR 46371",43,F,Bachelor's,Employed,Married,Central,33068,469,2969.28,390.69,16,29,7.6,2.4,7,Low_Income_Medium_Spend,2023-12-13
CUST_000020,Courtney,Jones,courtneyjones@gmail.com,+1-500-933-0923x2719,"99124 Beth Inlet Suite 631, North Heidi, ME 90188",38,F,High School,Employed,Single,Central,66197,754,3130.86,1341.55,26,6,7.3,2.3,19,High_Income_High_Spend,2019-11-28
CUST_000021,Kyle,Martinez,kyle.martinez@email.com,001-205-886-5185,"5726 Jessica Run, Christinaside, WI 63873",50,M,Some College,Retired,Married,West,109770,629,3727.17,308.94,16,5,7.3,4.1,10,High_Income_Low_Spend,2023-07-06
CUST_000022,John,Petersen,johnpetersen@gmail.com,001-845-731-4737,"73545 Beard Squares Suite 808, North John, MT 64539",31,M,Some College,Retired,Divorced,South,100956,647,10634.43,302.3,8,10,5.3,3.2,7,High_Income_Low_Spend,2023-02-08
CUST_000023,Justin,Allen,justin.allen@email.com,777.801.4363x4957,"Unit 8557 Box 4443, DPO AE 95041",38,M,Bachelor's,Employed,Widowed,Central,23525,691,1519.43,366.72,11,16,8.8,8.1,22,Low_Income_Medium_Spend,2019-04-08
CUST_000024,Cheryl,Wilson,cheryl_wilson@outlook.com,+1-623-337-4989,"52408 Joshua Center Suite 271, New Justinfort, NV 45158",41,F,Bachelor's,Employed,Married,North,108369,639,3274.43,323.54,7,94,6.2,7.5,11,High_Income_Low_Spend,2021-01-30
CUST_000025,Cathy,Williams,cathy_williams@outlook.com,511.367.1902x2941,"993 Hayes Mills Suite 964, New Susanville, WV 27736",44,F,High School,Employed,Married,East,41311,502,594.92,327.0,16,19,6.8,1.3,8,Medium_Income_Low_Spend,2022-05-03
CUST_000026,Mario,Baker,mbaker@yahoo.com,923-928-1206,"4713 French Road, South Danny, IN 85387",57,M,Bachelor's,Employed,Married,North,71698,545,5178.45,52.6,8,13,7.5,4.9,15,High_Income_Low_Spend,2020-03-01
CUST_000027,Chase,Baker,chase.baker@email.com,(310)924-9947,"8877 Carly Meadows Suite 940, East Suzanneshire, OR 03220",34,M,Some College,Retired,Single,North,29029,427,9256.84,401.27,12,22,8.3,0.0,10,Low_Income_Medium_Spend,2021-05-18
CUST_000028,Yvonne,Chambers,yvonne_chambers@outlook.com,390-927-8742x967,"1256 Roberts Locks Apt. 715, Marcusfurt, VI 67950",46,F,Some College,Employed,Married,East,54446,738,16689.27,801.25,22,29,3.0,3.7,15,Medium_Income_High_Spend,2023-06-05
CUST_000029,Samantha,Smith,ssmith@yahoo.com,+1-976-203-8597,"7710 Jennifer Inlet, New Rickybury, MP 15372",49,F,High School,Employed,Married,South,60356,746,31285.96,264.93,5,15,9.7,8.8,15,Medium_Income_Low_Spend,2022-11-19
CUST_000030,Julia,Wilson,julia_wilson@outlook.com,(974)484-6773,"46584 Justin Hills, Grimesmouth, ND 63984",24,F,Graduate,Employed,Single,Central,20517,500,1952.25,390.3,17,47,8.3,0.2,11,Low_Income_Medium_Spend,2021-03-08
CUST_000031,Gregory,Arnold,gregory.arnold@email.com,+1-867-253-3963,"662 Hanna Crossroad Suite 171, Smithberg, MT 86324",49,M,Some College,Unemployed,Married,West,72023,551,9576.81,218.83,9,52,7.0,3.0,15,High_Income_Low_Spend,2021-07-16
CUST_000032,Tracy,Jones,tjones@yahoo.com,359-561-5865x780,"16117 Heather Burgs Apt. 504, Nicholasberg, IA 70122",32,F,Graduate,Employed,Single,South,112122,821,5216.21,1136.56,34,12,6.8,0.2,14,High_Income_High_Spend,2022-06-06
CUST_000033,Jennifer,Maldonado,jennifer.maldonado@email.com,(422)519-6937,"4074 Charles Key Suite 647, Jamesfurt, PR 63836",26,F,Bachelor's,Employed,Single,East,45026,645,3017.72,497.5,25,16,5.6,3.9,7,Medium_Income_Medium_Spend,2023-05-19
CUST_000034,Ashley,James,ajames@yahoo.com,(694)540-6409x097,"39421 Kyle Mill Apt. 952, West Markchester, HI 26819",69,F,High School,Employed,Married,Central,113083,815,18331.04,1122.07,14,36,8.3,0.7,12,High_Income_High_Spend,2023-01-14
CUST_000035,Carlos,Ryan,carlos.ryan@email.com,(488)542-4745x171,"516 Joseph Crossing Suite 549, Carsonstad, CT 88953",71,M,Bachelor's,Employed,Married,East,44621,530,10860.15,203.17,11,34,5.1,9.3,12,Medium_Income_Low_Spend,2022-02-07
CUST_000036,David,Johnson,david_johnson@outlook.com,+1-459-231-7461,"USNV Ferrell, FPO AE 13240",58,M,Some College,Retired,Married,Central,83244,689,157.23,339.03,14,40,6.2,4.9,8,High_Income_Low_Spend,2020-06-25
CUST_000037,Cynthia,Medina,cynthia_medina@outlook.com,(275)786-9261x7964,"51585 Raymond Field Apt. 713, North Kristinbury, DC 74501",38,F,Bachelor's,Employed,Single,East,13209,689,8748.19,888.84,33,52,9.4,3.8,13,Low_Income_High_Spend,2021-02-14
CUST_000038,Daniel,Gallegos,dgallegos@yahoo.com,+1-639-433-5290,"Unit 8421 Box 0205, DPO AE 77683",28,M,Bachelor's,Employed,Single,West,213426,850,15825.88,1555.32,28,39,9.3,1.1,2,High_Income_High_Spend,2022-11-30
CUST_000039,Erica,Thompson,ethompson@yahoo.com,3269811775,"847 Bruce Neck, Simmonsville, NM 93876",52,F,Bachelor's,Unemployed,Married,East,122645,466,12240.89,825.8,30,29,8.7,5.3,4,High_Income_Medium_Spend,2022-09-11
CUST_000040,Susan,Jones,susan_jones@outlook.com,759-821-2499,"Unit 8478 Box 9611, DPO AP 85817",43,F,Bachelor's,Employed,Married,East,42151,830,8624.95,679.51,17,7,5.4,6.0,16,Medium_Income_High_Spend,2022-08-07
CUST_000041,Shawn,Arnold,shawn.arnold@email.com,367.736.5766,"2711 Christopher Court Suite 280, Elizabethchester, MI 87708",30,M,Bachelor's,Employed,Divorced,South,15314,782,2319.85,41.94,6,26,7.8,3.5,5,Low_Income_Low_Spend,2022-06-06
CUST_000042,Todd,Henderson,todd_henderson@outlook.com,001-304-794-5198x3273,"49368 Chelsea Shoals Suite 024, Sandrastad, AL 24278",45,M,Some College,Employed,Divorced,South,59432,653,8119.67,940.37,20,47,7.5,3.9,17,Medium_Income_High_Spend,2022-11-01
CUST_000043,Sheila,Knight,sheila_knight@outlook.com,(612)701-8366x7525,"22901 Ramos Manors, Lawsonchester, KY 28756",23,F,Bachelor's,Employed,Single,East,21024,660,2772.79,806.17,16,34,8.7,1.5,19,Low_Income_High_Spend,2021-07-31
CUST_000044,Nicole,Wilson,nicole_wilson@outlook.com,(614)597-8403x69003,"5107 Thompson Light Apt. 885, South Michelleton, NE 02957",65,F,Some College,Employed,Married,East,65296,547,5649.41,768.08,21,48,8.4,6.9,7,High_Income_Medium_Spend,2022-11-13
CUST_000045,Julia,Miller,julia_miller@outlook.com,796-396-6416x05297,"69681 Harrell Summit, Jeffreyburgh, CA 67411",36,F,Bachelor's,Employed,Single,West,64005,709,1203.11,923.93,18,26,6.0,5.5,10,Medium_Income_High_Spend,2022-10-27
CUST_000046,Mark,Schmidt,mschmidt@yahoo.com,455.423.1243,"77997 Lin Road, Edwardland, NJ 58462",52,M,Bachelor's,Employed,Widowed,East,28423,439,7787.51,690.36,23,44,7.8,6.9,13,Low_Income_High_Spend,2023-08-26
CUST_000047,Mark,Hogan,markhogan@gmail.com,001-205-781-4770,"199 Ford Plaza, South Reginashire, SD 25173",39,M,High School,Retired,Widowed,East,97964,661,14522.58,755.32,17,13,6.1,4.6,8,High_Income_Medium_Spend,2023-02-05
CUST_000048,Erica,Alvarez,erica_alvarez@outlook.com,(507)915-1820,"Unit 8892 Box 5546, DPO AA 44851",46,F,High School,Employed,Married,East,81074,673,23566.32,796.81,20,18,6.9,8.0,11,High_Income_Medium_Spend,2020-12-22
CUST_000049,Michael,Williams,michaelwilliams@gmail.com,+1-451-751-8644x9251,"91486 Li Skyway Apt. 685, West Kyleborough, MA 64237",47,M,Some College,Employed,Single,East,89794,775,922.61,499.49,13,43,4.9,1.7,17,High_Income_Low_Spend,2019-06-08
CUST_000050,Corey,Cooke,corey.cooke@email.com,(414)818-8805,"927 Robert Springs, South Cheryl, WV 98613",33,M,Some College,Employed,Single,Central,50266,570,1497.11,280.27,13,29,7.5,1.5,12,Medium_Income_Low_Spend,2021-05-15
CUST_000051,Richard,Young,richardyoung@gmail.com,847.835.9774,"Unit 3924 Box 0758, DPO AE 93745",71,M,Bachelor's,Employed,Married,South,21385,418,4842.19,212.96,6,26,6.6,17.2,4,Low_Income_Low_Spend,2023-04-27
CUST_000052,Ryan,Rosales,ryanrosales@gmail.com,812-247-8261x3750,"61530 Galvan Villages Suite 220, Samanthafort, UT 18692",56,M,Some College,Retired,Married,Central,89904,844,15642.55,796.12,23,37,6.1,0.3,17,High_Income_Medium_Spend,2020-05-24
CUST_000053,Olivia,Harrison,oliviaharrison@gmail.com,+1-601-504-3289x861,"69711 Carlson Brook, Lake Douglas, NE 00706",67,F,Some College,Employed,Married,West,42513,673,7882.78,673.52,27,45,3.4,0.4,13,Medium_Income_High_Spend,2019-08-03
CUST_000054,Lisa,Allen,lisaallen@gmail.com,(221)885-1888x88067,"Unit 4051 Box 5319, DPO AP 99680",63,F,Some College,Employed,Married,West,21718,565,2444.54,342.71,16,8,4.9,2.9,8,Low_Income_Medium_Spend,2023-10-29
CUST_000055,Gary,Williams,gwilliams@yahoo.com,+1-252-677-2217,"54868 King Terrace, West Michael, WI 06766",49,M,Graduate,Retired,Divorced,West,112533,700,11167.77,975.0,18,16,4.5,0.1,9,High_Income_Medium_Spend,2022-11-26
CUST_000056,Sean,Rivera,seanrivera@gmail.com,956-767-6527,"PSC 8416, Box 1692, APO AP 39005",66,M,Some College,Employed,Married,Central,176208,850,1154.45,816.78,27,40,8.4,2.5,7,High_Income_Medium_Spend,2022-07-27
CUST_000057,Frank,Miller,frank.miller@email.com,+1-644-279-6275x70596,"8202 Johnson Cliff Apt. 556, New Ericmouth, MN 49261",27,M,Bachelor's,Retired,Single,North,48778,609,4305.39,154.59,7,44,8.2,1.8,19,Medium_Income_Low_Spend,2020-08-15
CUST_000058,Jeremy,Jones,jeremyjones@gmail.com,(485)965-4310,"4739 Benson Overpass, North Derek, CA 59751",34,M,Bachelor's,Retired,Married,East,182636,672,75.63,505.65,21,6,9.0,4.6,13,High_Income_Low_Spend,2019-06-17
CUST_000059,Christopher,Reeves,christopher.reeves@email.com,455-718-8442,"23705 Mcdonald Plaza, New Nicole, CA 41040",24,M,Some College,Employed,Single,North,52816,660,190.4,205.0,6,26,8.3,3.6,25,Medium_Income_Low_Spend,2019-05-19
CUST_000060,Jennifer,Love,jennifer_love@outlook.com,486.469.1251x7785,"8018 Kevin Estates, Sarahbury, MI 68513",39,F,Some College,Student,Married,Central,39795,645,5981.44,153.84,13,32,4.1,1.1,13,Medium_Income_Low_Spend,2022-09-24
CUST_000061,Stephanie,Singleton,ssingleton@yahoo.com,438-442-4981x829,"001 Stacy Trail Suite 396, South Pamelaside, LA 84637",41,F,High School,Employed,Married,South,34252,624,2636.7,726.43,17,93,8.9,0.7,24,Low_Income_High_Spend,2023-05-07
CUST_000062,Tyler,Webb,tyler_webb@outlook.com,+1-464-771-0276x77359,"562 Robertson Coves Suite 371, Shannonberg, CT 07133",37,M,High School,Employed,Single,South,133523,850,490.53,523.42,15,34,6.9,2.4,31,High_Income_Low_Spend,2023-04-01
CUST_000063,Donna,Cruz,donna.cruz@email.com,+1-963-625-9532x787,"8733 Williams Haven, Harperfort, LA 70846",59,F,Bachelor's,Unemployed,Married,Central,31310,709,2993.35,469.71,15,12,9.7,2.6,17,Low_Income_Medium_Spend,2019-11-21
CUST_000064,Alejandra,Rodriguez,alejandrarodriguez@gmail.com,(545)765-0609,"8784 David Court, Brooksmouth, OH 48421",40,F,Bachelor's,Employed,Single,East,77726,574,385.91,1718.84,22,19,6.4,0.3,16,High_Income_High_Spend,2019-06-30
CUST_000065,Paul,Gonzalez,paulgonzalez@gmail.com,468.700.0257x87298,"USNV Martin, FPO AP 97405",37,M,Some College,Employed,Divorced,North,35749,453,1685.92,454.26,15,25,5.6,1.2,24,Low_Income_Medium_Spend,2023-10-27
CUST_000066,Sarah,Wheeler,sarah.wheeler@email.com,288.979.4705x51694,"097 Alexandria Stravenue, Hernandezbury, AZ 75548",47,F,Bachelor's,Unemployed,Divorced,East,37934,514,767.28,444.14,12,38,6.5,2.5,12,Low_Income_Medium_Spend,2019-03-14
CUST_000067,Tiffany,Rodriguez,tiffany_rodriguez@outlook.com,9752626368,"578 Edwards Extensions, Barrmouth, ND 46938",31,F,Some College,Student,Single,North,92775,776,1410.56,1215.32,24,15,7.0,1.1,10,High_Income_High_Spend,2022-11-24
CUST_000068,Megan,Dillon,megandillon@gmail.com,+1-749-973-3484x34437,"1986 Cardenas Trail Apt. 404, West Sandraview, WA 63294",58,F,High School,Employed,Married,East,39805,570,1102.52,1260.82,24,16,6.5,3.1,18,Medium_Income_High_Spend,2022-10-21
CUST_000069,Daniel,Clayton,dclayton@yahoo.com,584-221-9933x083,"712 Tamara Estate Suite 773, Manuelton, PW 12226",26,M,Some College,Retired,Divorced,Central,39218,540,1688.77,529.27,16,25,7.5,0.5,4,Medium_Income_Medium_Spend,2022-04-03
CUST_000070,Marissa,Hall,mhall@yahoo.com,001-302-762-0672x4004,"87431 Martin Mount Suite 205, Ashleyborough, HI 80580",75,F,Bachelor's,Employed,Married,South,98663,772,1224.29,1242.23,20,14,6.6,7.8,4,High_Income_High_Spend,2022-06-05
CUST_000071,Savannah,Prince,savannahprince@gmail.com,(585)916-1227x53046,"9904 Schwartz Circle Apt. 742, Parksport, UT 15890",56,F,High School,Employed,Married,East,130381,837,7961.76,404.84,12,39,7.8,5.4,6,High_Income_Low_Spend,2019-05-10
CUST_000072,Margaret,Shepard,margaret_shepard@outlook.com,(993)532-7279x568,"785 Samantha Creek, Port Amyhaven, ID 75566",34,F,Some College,Student,Single,South,73614,363,2760.53,164.7,7,22,9.5,1.6,22,High_Income_Low_Spend,2022-12-10
CUST_000073,Joshua,Martin,joshua.martin@email.com,971.239.7187x07286,"064 Julie Prairie Apt. 065, New Virginialand, NJ 04660",19,M,Some College,Employed,Married,South,33756,427,5884.69,317.89,8,62,9.3,2.0,13,Low_Income_Low_Spend,2019-03-01
CUST_000074,Dustin,White,dustin_white@outlook.com,(465)767-6618,"230 Tiffany Mountain Suite 863, South Michael, KY 25205",58,M,Bachelor's,Student,Married,North,36806,709,8517.47,736.4,13,30,7.1,4.2,4,Low_Income_High_Spend,2021-05-03
CUST_000075,Teresa,Hardy,teresa_hardy@outlook.com,206-990-3311,"06738 Karen Trail, East Williamport, IN 96382",53,F,Some College,Unemployed,Married,North,52456,528,9718.56,244.22,11,24,2.4,1.6,10,Medium_Income_Low_Spend,2023-08-30
CUST_000076,Laura,Ray,laura_ray@outlook.com,001-853-942-8364x40892,"685 Russell Hills Suite 287, Port Jeremiah, PR 93244",54,F,Some College,Employed,Married,South,60617,613,3892.09,687.71,23,22,7.9,5.9,19,Medium_Income_Medium_Spend,2021-07-11
CUST_000077,Brianna,Ford,briannaford@gmail.com,6865688263,"5183 Joseph Spring, Port Charlesshire, VA 88509",56,F,Bachelor's,Employed,Married,North,27641,516,1449.96,920.95,20,74,6.0,4.3,6,Low_Income_High_Spend,2022-07-30
CUST_000078,Kristin,Mendoza,kristinmendoza@gmail.com,640-833-1739x36385,"4587 Garcia Stravenue Suite 535, Robertshire, VI 29503",26,F,Some College,Employed,Divorced,West,77157,754,2538.66,104.6,5,22,6.1,0.3,17,High_Income_Low_Spend,2020-12-21
CUST_000079,Natalie,Smith,nataliesmith@gmail.com,+1-899-564-2353,"7772 Jackson Stravenue Suite 280, Port Melanieton, WV 01337",40,F,Some College,Employed,Married,West,52632,740,5626.73,364.94,12,28,6.6,2.4,11,Medium_Income_Low_Spend,2023-09-27
CUST_000080,Jennifer,Kirby,jkirby@yahoo.com,912.903.8750,"08484 Wayne Square Suite 211, East James, NC 33585",29,F,Some College,Student,Single,South,17861,586,2320.69,374.03,13,38,4.9,2.4,16,Low_Income_Medium_Spend,2021-08-18
CUST_000081,Robin,Adams,robin.adams@email.com,(815)867-9334x1016,"021 Bruce Rue, Arielville, MH 69727",61,F,Some College,Employed,Divorced,East,28636,655,4347.52,626.9,15,34,8.8,7.5,10,Low_Income_High_Spend,2022-05-12
CUST_000082,Thomas,Hall,thomashall@gmail.com,001-297-540-1489x025,"42939 Rhodes Plains Suite 621, Brianchester, IN 10464",50,M,High School,Employed,Married,West,36949,557,5387.0,992.92,22,18,8.5,7.2,11,Low_Income_High_Spend,2023-12-05
CUST_000083,Gilbert,Mack,gilbert_mack@outlook.com,+1-465-804-7735x866,"11426 Jodi Island Suite 110, Seanview, CT 17868",39,M,Bachelor's,Employed,Married,West,47861,483,11459.99,1075.96,12,22,6.2,3.1,19,Medium_Income_High_Spend,2022-10-24
CUST_000084,Anita,Jordan,ajordan@yahoo.com,+1-388-761-0158,"6618 Ashley Extension, Jacksonview, ME 35681",25,F,High School,Employed,Single,North,155336,756,19640.32,954.46,26,36,8.7,3.1,20,High_Income_Medium_Spend,2021-01-16
CUST_000085,Katherine,Brown,kbrown@yahoo.com,(346)447-1543x79937,"9657 Jordan View Apt. 459, South Leon, MO 42331",39,F,Some College,Employed,Single,North,57681,480,9176.72,829.42,22,54,8.3,4.7,12,Medium_Income_High_Spend,2022-01-03
CUST_000086,Doris,Neal,doris.neal@email.com,493.256.4651x9398,"USCGC Hahn, FPO AE 57970",39,F,Graduate,Employed,Married,East,30191,641,256.2,1117.9,10,17,9.2,2.2,12,Low_Income_High_Spend,2023-04-12
CUST_000087,Rebecca,Guerra,rebecca.guerra@email.com,867-324-3426,"688 Stephens Turnpike Suite 891, Port Johnstad, GA 85304",54,F,Some College,Employed,Married,North,57077,771,22983.46,627.89,13,10,6.1,4.0,12,Medium_Income_Medium_Spend,2020-05-06
CUST_000088,Lonnie,Hart,lonnie_hart@outlook.com,+1-565-961-0143x8889,"982 Cuevas Orchard Apt. 461, Port Sheliaberg, MI 41381",51,M,High School,Employed,Widowed,West,40478,479,5829.92,310.17,10,42,9.0,0.7,15,Medium_Income_Low_Spend,2020-06-16
CUST_000089,Grant,Mueller,grant.mueller@email.com,375.471.7751x40105,"USNS Black, FPO AP 21490",63,M,Bachelor's,Employed,Single,Central,60757,617,7983.29,1028.67,24,58,9.6,8.8,11,Medium_Income_High_Spend,2023-04-29
CUST_000090,Gary,Simmons,gsimmons@yahoo.com,836.822.6609x379,"41918 Michael Flat, Wilsonfort, NC 84270",44,M,Bachelor's,Employed,Married,North,70836,744,139.41,843.31,22,18,8.8,3.2,13,High_Income_High_Spend,2022-12-26
CUST_000091,Erik,Price,erik.price@email.com,(791)355-7924x9912,"52866 Bailey Manors, South Cynthia, UT 85076",29,M,Graduate,Retired,Single,East,103292,782,3804.56,877.09,15,16,9.4,7.1,19,High_Income_Medium_Spend,2022-04-27
CUST_000092,Timothy,Thompson,timothythompson@gmail.com,(774)222-5790,"8876 Perry Ville, Burnsland, OK 04545",54,M,Some College,Employed,Married,South,49277,718,5373.88,269.78,8,14,5.1,2.8,12,Medium_Income_Low_Spend,2021-09-16
CUST_000093,Rebecca,Walker,rwalker@yahoo.com,3433842797,"078 Veronica Cove Apt. 407, Michaelland, NV 15887",56,F,Bachelor's,Student,Divorced,South,133673,827,3531.2,488.3,15,28,9.2,3.9,7,High_Income_Low_Spend,2021-03-20
CUST_000094,Patricia,Young,pyoung@yahoo.com,001-695-496-2923x3095,"9481 Sydney Turnpike Suite 042, East Dustin, MD 32948",48,F,High School,Employed,Single,Central,86214,610,616.89,742.82,12,32,9.7,1.2,20,High_Income_Medium_Spend,2023-08-13
CUST_000095,Pam,Lowe,pam_lowe@outlook.com,929.946.6711x6845,"175 Laura Locks, South Mallory, NM 35698",56,F,High School,Employed,Married,East,32706,647,3447.71,1342.2,22,48,2.7,1.4,11,Low_Income_High_Spend,2021-11-04
CUST_000096,Frank,Campbell,frankcampbell@gmail.com,+1-992-297-5001,"7063 Nicole Hollow, Port Sarah, KY 12735",45,M,Some College,Employed,Single,East,188281,511,7042.66,1069.79,24,8,8.9,1.9,5,High_Income_Medium_Spend,2022-01-23
CUST_000097,Mary,Wright,mary_wright@outlook.com,(320)464-3611x037,"05162 Jones Lights Apt. 115, Nicoleberg, MS 99218",46,F,High School,Employed,Single,North,60838,573,252.89,765.06,17,26,9.1,2.7,13,Medium_Income_High_Spend,2021-06-08
CUST_000098,Shannon,May,shannonmay@gmail.com,+1-921-589-0927x53269,"19656 Moody Gateway, Deannabury, OH 79275",43,M,Some College,Employed,Single,North,30294,674,2892.47,688.18,14,29,6.1,6.8,12,Low_Income_High_Spend,2023-06-21
CUST_000099,Kyle,Lawson,kylelawson@gmail.com,001-304-538-9836x40376,"055 Paul Villages, Diazburgh, WV 62237",22,M,Bachelor's,Employed,Widowed,North,134797,569,660.47,1002.73,24,39,9.4,1.2,29,High_Income_Medium_Spend,2020-03-16
CUST_000100,Tiffany,Townsend,tiffany_townsend@outlook.com,6918043006,"88924 Kyle Pass Apt. 285, Willisland, ME 92077",29,F,Bachelor's,Employed,Married,Central,173936,850,4478.64,1494.79,18,22,6.5,1.2,21,High_Income_High_Spend,2023-05-16
CUST_000101,Jessica,Ashley,jashley@yahoo.com,203.616.1799,"02027 Mills Tunnel, Garyberg, WA 35728",22,F,Bachelor's,Retired,Single,South,49019,707,1165.97,785.72,38,27,7.4,1.5,23,Medium_Income_High_Spend,2021-08-31
CUST_000102,Nicholas,Wilson,nicholas_wilson@outlook.com,9569481491,"9252 Ayala Ports, East Joycetown, AZ 02111",51,M,Bachelor's,Employed,Widowed,East,36960,824,16183.2,689.73,9,51,4.9,3.7,13,Low_Income_High_Spend,2023-05-29
CUST_000103,David,Ruiz,druiz@yahoo.com,(722)308-6353x6541,"38061 Cline Trail, Markside, NH 01545",39,M,Graduate,Employed,Single,South,45087,579,157.44,732.87,18,32,6.7,1.8,6,Medium_Income_High_Spend,2020-01-18
CUST_000104,Jackie,Carter,jackie_carter@outlook.com,293-575-9738x3206,"0641 Alyssa Freeway, Vasquezton, FL 93778",46,F,Bachelor's,Retired,Married,West,76774,782,5274.33,274.04,10,19,4.7,1.0,7,High_Income_Low_Spend,2023-12-10
